Image Number,Scientific Name,Common Name,Subject Display Name,Host Name,Host Scientific Name,Descriptor Name,Photographer,Organization,Orientation,Citation,Max Resolution,Image URL,Location (State),Location,NormCrop,NormDisease,StateLat,StateLon,AezCode
5609895,Sclerotinia sclerotiorum,Sclerotinia timber rot,Sclerotinia timber rot (Sclerotinia sclerotiorum (Lib.) de Bary),soybean,Glycine max,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5609895.jpg,us_17,Illinois,Soybean,Sclerotinia Timber Rot,40.349457,-88.986137,TMP
5522604,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Asexual Spore,Gail Ruhl,Purdue University,potrait,"Gail Ruhl, Purdue University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5522604.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5522605,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Asexual Spore,Gail Ruhl,Purdue University,potrait,"Gail Ruhl, Purdue University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5522605.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5522606,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Asexual Spore,Gail Ruhl,Purdue University,potrait,"Gail Ruhl, Purdue University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5522606.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5522607,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Asexual Spore,Gail Ruhl,Purdue University,potrait,"Gail Ruhl, Purdue University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5522607.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5522608,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Asexual Spore,Gail Ruhl,Purdue University,landscape,"Gail Ruhl, Purdue University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5522608.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5522609,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Sign,Gail Ruhl,Purdue University,landscape,"Gail Ruhl, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5522609.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5522616,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Asexual Spore,Gail Ruhl,Purdue University,landscape,"Gail Ruhl, Purdue University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5522616.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5522617,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Asexual Spore,Gail Ruhl,Purdue University,landscape,"Gail Ruhl, Purdue University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5522617.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5522618,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Asexual Spore,Gail Ruhl,Purdue University,landscape,"Gail Ruhl, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5522618.jpg,us_18,Indiana,Soybean,Cercospora Blight,39.849426,-86.258278,TMP
5607296,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607296.jpg,us_18,Indiana,Soybean,Frogeye Leaf Spot,39.849426,-86.258278,TMP
5607297,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607297.jpg,us_18,Indiana,Soybean,Frogeye Leaf Spot,39.849426,-86.258278,TMP
5607298,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607298.jpg,us_18,Indiana,Soybean,Frogeye Leaf Spot,39.849426,-86.258278,TMP
5607308,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607308.jpg,us_18,Indiana,Corn,Gray Leaf Spot,39.849426,-86.258278,TMP
5607310,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607310.jpg,us_18,Indiana,Corn,Gray Leaf Spot,39.849426,-86.258278,TMP
5607311,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607311.jpg,us_18,Indiana,Corn,Gray Leaf Spot,39.849426,-86.258278,TMP
5607312,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607312.jpg,us_18,Indiana,Corn,Gray Leaf Spot,39.849426,-86.258278,TMP
5607314,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607314.jpg,us_18,Indiana,Corn,Gray Leaf Spot,39.849426,-86.258278,TMP
5607294,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607294.jpg,us_18,Indiana,Corn,Goss' Bacterial Wilt,39.849426,-86.258278,TMP
5607295,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607295.jpg,us_18,Indiana,Corn,Goss' Bacterial Wilt,39.849426,-86.258278,TMP
5607309,Exserohilum turcicum,northern corn leaf blight,northern corn leaf blight (Exserohilum turcicum (Pass.) K.J. Leonard & Suggs),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607309.jpg,us_18,Indiana,Corn,Northern Corn Leaf Blight,39.849426,-86.258278,TMP
5607299,Pseudomonas savastanoi pv. glycinea,bacterial blight,bacterial blight (Pseudomonas savastanoi pv. glycinea (Coerper 1919) Gardan et al. 1992),soybean,Glycine max,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607299.jpg,us_18,Indiana,Soybean,Bacterial Blight,39.849426,-86.258278,TMP
5607302,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607302.jpg,us_18,Indiana,Corn,White Ear Rot And Seedling Blight Of Maize,39.849426,-86.258278,TMP
5607303,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607303.jpg,us_18,Indiana,Corn,White Ear Rot And Seedling Blight Of Maize,39.849426,-86.258278,TMP
5607304,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607304.jpg,us_18,Indiana,Corn,White Ear Rot And Seedling Blight Of Maize,39.849426,-86.258278,TMP
5607305,Stenocarpella maydis,white ear rot and seedling blight of maize,white ear rot and seedling blight of maize (Stenocarpella maydis (Berk.) B. Sutton),corn,Zea mays,Sign,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607305.jpg,us_18,Indiana,Corn,White Ear Rot And Seedling Blight Of Maize,39.849426,-86.258278,TMP
5525040,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525040.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525041,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525041.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525042,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525042.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525043,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,potrait,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525043.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525044,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525044.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525045,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525045.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525046,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525046.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525047,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525047.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525048,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525048.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525049,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525049.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525050,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Sign,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5525050.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525051,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Asexual Spore,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5525051.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5525052,Ustilago maydis,corn smut,corn smut (Ustilago maydis (DC.) Corda),corn,Zea mays,Asexual Spore,Tom Creswell,Purdue University,landscape,"Tom Creswell, Purdue University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5525052.jpg,us_18,Indiana,Corn,Corn Smut,39.849426,-86.258278,TMP
5624628,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Mark Licht,,landscape,"Mark Licht, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5624628.jpg,us_19,Iowa,Soybean,Cercospora Blight,42.011539,-93.210526,TMP
5624629,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5624629.jpg,us_19,Iowa,Soybean,Cercospora Blight,42.011539,-93.210526,TMP
5624630,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5624630.jpg,us_19,Iowa,Soybean,Cercospora Blight,42.011539,-93.210526,TMP
5624631,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5624631.jpg,us_19,Iowa,Soybean,Cercospora Blight,42.011539,-93.210526,TMP
5626220,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626220.jpg,us_19,Iowa,Soybean,Cercospora Blight,42.011539,-93.210526,TMP
5626221,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626221.jpg,us_19,Iowa,Soybean,Cercospora Blight,42.011539,-93.210526,TMP
5626222,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626222.jpg,us_19,Iowa,Soybean,Cercospora Blight,42.011539,-93.210526,TMP
5626224,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626224.jpg,us_19,Iowa,Soybean,Cercospora Blight,42.011539,-93.210526,TMP
5625040,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625040.jpg,us_19,Iowa,Soybean,Frogeye Leaf Spot,42.011539,-93.210526,TMP
5625045,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625045.jpg,us_19,Iowa,Soybean,Frogeye Leaf Spot,42.011539,-93.210526,TMP
5607341,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607341.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5607343,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607343.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5607346,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607346.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5607353,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607353.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5607356,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607356.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5607357,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,potrait,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607357.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5607361,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gerald Holmes,California Polytechnic State University at San Luis Obispo,landscape,"Gerald Holmes, Strawberry Center, Cal Poly San Luis Obispo, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5607361.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625293,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625293.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625294,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625294.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625295,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625295.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625296,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625296.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625311,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Gary Munkvold,,potrait,"Gary Munkvold, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625311.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625332,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Kiersten Wise,,landscape,"Kiersten Wise, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625332.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625333,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625333.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625334,Cercospora zeae-maydis,Gray leaf spot,Gray leaf spot (Cercospora zeae-maydis Tehon & E.Y. Daniels),corn,Zea mays,Symptoms,Alison Robertson,,potrait,"Alison Robertson, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625334.jpg,us_19,Iowa,Corn,Gray Leaf Spot,42.011539,-93.210526,TMP
5625258,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625258.jpg,us_19,Iowa,Corn,Goss' Bacterial Wilt,42.011539,-93.210526,TMP
5625259,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,potrait,"Adam Sisson, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625259.jpg,us_19,Iowa,Corn,Goss' Bacterial Wilt,42.011539,-93.210526,TMP
5625260,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625260.jpg,us_19,Iowa,Corn,Goss' Bacterial Wilt,42.011539,-93.210526,TMP
5625261,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625261.jpg,us_19,Iowa,Corn,Goss' Bacterial Wilt,42.011539,-93.210526,TMP
5625262,Clavibacter michiganensis ssp. nebraskensis,Goss' bacterial wilt,Goss' bacterial wilt (Clavibacter michiganensis ssp. nebraskensis (Vidaver and Mandel 1974) Davis et al. 1984),corn,Zea mays,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625262.jpg,us_19,Iowa,Corn,Goss' Bacterial Wilt,42.011539,-93.210526,TMP
