Image Number,Scientific Name,Common Name,Subject Display Name,Host Name,Host Scientific Name,Descriptor Name,Photographer,Organization,Orientation,Citation,Max Resolution,Image URL,Location (State),Location
5626263,Septoria glycines,Septoria leaf spot,Septoria leaf spot (Septoria glycines Hemmi),soybean,Glycine max,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626263.jpg,us_19,Iowa
5626264,Septoria glycines,Septoria leaf spot,Septoria leaf spot (Septoria glycines Hemmi),soybean,Glycine max,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626264.jpg,us_19,Iowa
5626265,Septoria glycines,Septoria leaf spot,Septoria leaf spot (Septoria glycines Hemmi),soybean,Glycine max,Symptoms,Alison Robertson,,landscape,"Alison Robertson, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626265.jpg,us_19,Iowa
5625738,Tospovirus Soybean Vein Necrosis Virus,Soybean Vein Necrosis Virus (SVNV),Soybean Vein Necrosis Virus (SVNV) (Tospovirus Soybean Vein Necrosis Virus),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625738.jpg,us_19,Iowa
5625739,Tospovirus Soybean Vein Necrosis Virus,Soybean Vein Necrosis Virus (SVNV),Soybean Vein Necrosis Virus (SVNV) (Tospovirus Soybean Vein Necrosis Virus),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625739.jpg,us_19,Iowa
5625740,Tospovirus Soybean Vein Necrosis Virus,Soybean Vein Necrosis Virus (SVNV),Soybean Vein Necrosis Virus (SVNV) (Tospovirus Soybean Vein Necrosis Virus),soybean,Glycine max,Symptoms,Adam Sisson,Iowa State University,landscape,"Adam Sisson, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625740.jpg,us_19,Iowa
5625744,Tospovirus Soybean Vein Necrosis Virus,Soybean Vein Necrosis Virus (SVNV),Soybean Vein Necrosis Virus (SVNV) (Tospovirus Soybean Vein Necrosis Virus),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5625744.jpg,us_19,Iowa
5630859,Tospovirus Soybean Vein Necrosis Virus,Soybean Vein Necrosis Virus (SVNV),Soybean Vein Necrosis Virus (SVNV) (Tospovirus Soybean Vein Necrosis Virus),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5630859.jpg,us_19,Iowa
5630860,Tospovirus Soybean Vein Necrosis Virus,Soybean Vein Necrosis Virus (SVNV),Soybean Vein Necrosis Virus (SVNV) (Tospovirus Soybean Vein Necrosis Virus),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5630860.jpg,us_19,Iowa
5623579,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Tristan Mueller,,landscape,"Tristan Mueller, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623579.jpg,us_19,Iowa
5623580,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Tristan Mueller,,landscape,"Tristan Mueller, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623580.jpg,us_19,Iowa
5623581,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,potrait,"Daren Mueller, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5623581.jpg,us_19,Iowa
5623582,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623582.jpg,us_19,Iowa
5623583,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623583.jpg,us_19,Iowa
5623584,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623584.jpg,us_19,Iowa
5623585,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Daren Mueller,Iowa State University,landscape,"Daren Mueller, Iowa State University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623585.jpg,us_19,Iowa
5623586,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Adam Sisson,Iowa State University,potrait,"Adam Sisson, Iowa State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5623586.jpg,us_19,Iowa
5623587,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Alison Robertson,,landscape,"Alison Robertson, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5623587.jpg,us_19,Iowa
5623588,Xanthomonas axonopodis pv. glycines,bacterial pustule of soybean disease,bacterial pustule of soybean disease (Xanthomonas axonopodis pv. glycines (Nakano 1919) Dye 1978b),soybean,Glycine max,Symptoms,Alison Robertson,,landscape,"Alison Robertson, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5623588.jpg,us_19,Iowa
5511526,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Ward Upham,Kansas State University,landscape,"Ward Upham, Kansas State University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5511526.jpg,us_20,Kansas
5543244,,blossom end rot,blossom end rot,garden tomato,Solanum lycopersicum,Symptoms,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543244.jpg,us_21,Kentucky
5543245,,blossom end rot,blossom end rot,garden tomato,Solanum lycopersicum,Symptoms,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543245.jpg,us_21,Kentucky
5543246,,blossom end rot,blossom end rot,garden tomato,Solanum lycopersicum,Symptoms,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543246.jpg,us_21,Kentucky
5543247,,blossom end rot,blossom end rot,garden tomato,Solanum lycopersicum,Symptoms,Brenda Kennedy,University of Kentucky,landscape,"Brenda Kennedy, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5543247.jpg,us_21,Kentucky
5369141,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369141.jpg,us_21,Kentucky
5369142,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369142.jpg,us_21,Kentucky
5369143,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369143.jpg,us_21,Kentucky
5369144,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369144.jpg,us_21,Kentucky
5369145,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369145.jpg,us_21,Kentucky
5369146,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369146.jpg,us_21,Kentucky
5369147,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369147.jpg,us_21,Kentucky
5369148,Alternaria solani,early blight,early blight (Alternaria solani Sorauer),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369148.jpg,us_21,Kentucky
5369062,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369062.jpg,us_21,Kentucky
5369063,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369063.jpg,us_21,Kentucky
5368609,Botrytis cinerea,gray mold,gray mold (Botrytis cinerea Pers.:Fr),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368609.jpg,us_21,Kentucky
5368610,Botrytis cinerea,gray mold,gray mold (Botrytis cinerea Pers.:Fr),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368610.jpg,us_21,Kentucky
5368611,Botrytis cinerea,gray mold,gray mold (Botrytis cinerea Pers.:Fr),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368611.jpg,us_21,Kentucky
5405263,Botrytis cinerea,gray mold,gray mold (Botrytis cinerea Pers.:Fr),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5405263.jpg,us_21,Kentucky
5405264,Botrytis cinerea,gray mold,gray mold (Botrytis cinerea Pers.:Fr),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5405264.jpg,us_21,Kentucky
5624627,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5624627.jpg,us_21,Kentucky
5625043,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625043.jpg,us_21,Kentucky
5625044,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Symptoms,Carl Bradley,University of Kentucky,landscape,"Carl Bradley, University of Kentucky, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5625044.jpg,us_21,Kentucky
5368889,Clavibacter michiganensis ssp. michiganensis,bacterial canker and wilt of tomato,bacterial canker and wilt of tomato (Clavibacter michiganensis ssp. michiganensis (Smith 1910) Davis et al. 1984),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368889.jpg,us_21,Kentucky
5368890,Clavibacter michiganensis ssp. michiganensis,bacterial canker and wilt of tomato,bacterial canker and wilt of tomato (Clavibacter michiganensis ssp. michiganensis (Smith 1910) Davis et al. 1984),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368890.jpg,us_21,Kentucky
5368891,Clavibacter michiganensis ssp. michiganensis,bacterial canker and wilt of tomato,bacterial canker and wilt of tomato (Clavibacter michiganensis ssp. michiganensis (Smith 1910) Davis et al. 1984),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368891.jpg,us_21,Kentucky
5368892,Clavibacter michiganensis ssp. michiganensis,bacterial canker and wilt of tomato,bacterial canker and wilt of tomato (Clavibacter michiganensis ssp. michiganensis (Smith 1910) Davis et al. 1984),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368892.jpg,us_21,Kentucky
5475185,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Fruiting Bodies,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475185.jpg,us_21,Kentucky
5475186,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Fruiting Bodies,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475186.jpg,us_21,Kentucky
5475187,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Fruiting Bodies,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475187.jpg,us_21,Kentucky
5475188,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5475188.jpg,us_21,Kentucky
5475189,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5475189.jpg,us_21,Kentucky
5475190,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Fruiting Bodies,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475190.jpg,us_21,Kentucky
5475191,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Fruiting Bodies,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475191.jpg,us_21,Kentucky
5475192,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Fruiting Bodies,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475192.jpg,us_21,Kentucky
5475193,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Fruiting Bodies,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475193.jpg,us_21,Kentucky
5475194,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475194.jpg,us_21,Kentucky
5475195,Colletotrichum,anthracnose,anthracnose (Genus Colletotrichum Corda),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5475195.jpg,us_21,Kentucky
5626286,Diaporthe,,Genus Diaporthe,soybean,Glycine max,Symptoms,Kiersten Wise,,landscape,"Kiersten Wise, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5626286.jpg,us_21,Kentucky
5625678,Diaporthe phaseolorum var. sojae,pod and stem blight,pod and stem blight (Diaporthe phaseolorum var. sojae (Lehman) Wehm.),soybean,Glycine max,Symptoms,Kiersten Wise,,landscape,"Kiersten Wise, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5625678.jpg,us_21,Kentucky
5368373,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368373.jpg,us_21,Kentucky
5368374,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368374.jpg,us_21,Kentucky
5368375,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368375.jpg,us_21,Kentucky
5368376,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368376.jpg,us_21,Kentucky
5368846,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368846.jpg,us_21,Kentucky
5368847,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368847.jpg,us_21,Kentucky
5368848,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368848.jpg,us_21,Kentucky
5368849,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5368849.jpg,us_21,Kentucky
5369052,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369052.jpg,us_21,Kentucky
5369053,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369053.jpg,us_21,Kentucky
5369054,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369054.jpg,us_21,Kentucky
5369055,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5369055.jpg,us_21,Kentucky
5430059,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430059.jpg,us_21,Kentucky
5430060,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430060.jpg,us_21,Kentucky
5430061,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Asexual Spore,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5430061.jpg,us_21,Kentucky
5368505,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368505.jpg,us_21,Kentucky
5368506,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368506.jpg,us_21,Kentucky
5368507,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368507.jpg,us_21,Kentucky
5368508,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5368508.jpg,us_21,Kentucky
5369021,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369021.jpg,us_21,Kentucky
5369022,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369022.jpg,us_21,Kentucky
5369023,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369023.jpg,us_21,Kentucky
5369024,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Sign,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5369024.jpg,us_21,Kentucky
5430019,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Paul Bachi,University of Kentucky,landscape,"Paul Bachi, University of Kentucky Research and Education Center, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5430019.jpg,us_21,Kentucky
